iteration,i_squared,tau_squared,pooled_effect,icrd
0,19.219367560583127,0.004918773408941795,0.4967817166982926,0.1875
1,0.0,0.0,0.4868602767535454,0.1875
2,0.0,0.0,0.46937166774715045,0.1875
3,37.7577153389294,0.012680826403666547,0.5767114927762041,0.1875
4,12.875670816667228,0.0030807303242850366,0.5629860163952556,0.1875
5,60.29762091211125,0.03154313247262554,0.5133094973498143,0.1875
6,50.46383634352105,0.020972892780897354,0.44608801080337845,0.1875
7,34.03297654000677,0.01068644495823208,0.5079925337784488,0.1875
8,0.0,0.0,0.4809273877497407,0.1875
9,3.60299493254716,0.000773167039933257,0.5047682323336554,0.1875
10,28.04571170514511,0.008048339118623005,0.4839481194865351,0.08750000000000001
11,0.0,0.0,0.4823203516549758,0.1875
12,0.0,0.0,0.5451920810381571,0.17500000000000002
13,0.0,0.0,0.4689284558392336,0.1875
14,0.0,0.0,0.49174073292192577,0.1875
15,0.0,0.0,0.5493592563098473,0.1875
16,0.0,0.0,0.47359601520721284,0.1875
17,0.0,0.0,0.49493411122603653,0.1875
18,5.578531934063439,0.0012226039561224027,0.5075684410373733,0.1875
19,24.071079236561214,0.006571773906697288,0.5174319853537572,0.1875
20,14.819186879820679,0.0035825697079583533,0.4640941317613564,0.1875
21,14.524324080646817,0.0035057130331776452,0.4803916550169272,0.1875
22,0.0,0.0,0.5133021800813015,0.1875
23,1.9809493417844881,0.0004179299747230632,0.502590902772075,0.1875
24,8.32862447850954,0.0018875768098839025,0.5385112813462705,0.08750000000000001
25,2.4431132611010646,0.0005237674841334783,0.5885072399710208,0.1875
26,0.0,0.0,0.4825483648435067,0.1875
27,0.0,0.0,0.5320759587391458,0.1875
28,21.1786229212461,0.005571911113986182,0.5210731684044778,0.1875
29,0.0,0.0,0.557562755690544,0.1875
30,0.0,0.0,0.4551183879034135,0.1875
31,0.7399823225144939,0.0001544627574482779,0.5183542424328135,0.17500000000000002
32,41.25724509654431,0.01461448657678829,0.5411622777051998,0.08750000000000001
33,0.0,0.0,0.6329022046999686,0.1875
34,0.0,0.0,0.47738792056173646,0.1875
35,0.0,0.0,0.4745207086894623,0.17500000000000002
36,0.0,0.0,0.42703145430867456,0.1875
37,0.0,0.0,0.47417116858109465,0.1875
38,0.0,0.0,0.4509904130674578,0.1875
39,0.0,0.0,0.4984304989409757,0.1875
40,7.555652753864043,0.0016861416634150683,0.4815141043464257,0.1875
41,0.0,0.0,0.5056357833054101,0.1875
42,22.4968574354413,0.006061642646757161,0.5738301981289651,0.1875
43,0.0,0.0,0.5024802326862359,0.1875
44,30.00960545503909,0.008888293345909936,0.5156962000966592,0.1875
45,0.0,0.0,0.38160910609147153,0.1875
46,0.0,0.0,0.47399458051000265,0.1875
47,58.331187933388115,0.02894821676498653,0.47888696169739814,0.1875
48,0.0,0.0,0.4647184918993734,0.1875
49,34.85651690189908,0.011125849321457592,0.538012529120546,0.07500000000000001
50,0.0,0.0,0.5578836558397539,0.1875
51,0.0,0.0,0.4829388030767593,0.1875
52,0.0,0.0,0.42195273339309813,0.1875
53,0.0,0.0,0.5460440043115298,0.1875
54,53.21595230296759,0.023649897750088234,0.5279282108355906,0.1875
55,0.0,0.0,0.5137091298264703,0.1875
56,0.0,0.0,0.5015730380350345,0.1875
57,5.990160437362722,0.0013219700344307757,0.5280342104318795,0.08750000000000001
58,0.0,0.0,0.568508621996028,0.1875
59,17.968181032928467,0.004572220318484946,0.5717827415467515,0.1875
60,0.0,0.0,0.45738837979046076,0.08750000000000001
61,29.22143637077409,0.00850555753090452,0.4636532768715817,0.1875
62,0.0,0.0,0.490030590840975,0.08750000000000001
63,0.0,0.0,0.5916796605696005,0.1875
64,0.0,0.0,0.45097418304845777,0.1875
65,10.907891043048611,0.002520532558812299,0.4624982239844159,0.08750000000000001
66,23.7873812127547,0.0064609370088214695,0.5059740453789042,0.1875
67,13.004731726643481,0.0030894941801360713,0.49552459236380775,0.1875
68,0.0,0.0,0.4421797217857126,0.1875
69,0.0,0.0,0.514832430841412,0.08750000000000001
70,50.50893962301743,0.0212114327472667,0.5270177353463992,0.1875
71,0.0,0.0,0.5143600806060104,0.08750000000000001
72,0.0,0.0,0.5230950436557366,0.1875
73,0.0,0.0,0.422808662517711,0.1875
74,21.650767966000565,0.005686326655968855,0.4556392116491644,0.1875
75,41.6886230495575,0.014767093437791269,0.4810089605851921,0.08750000000000001
76,51.970494570015234,0.022584940079083602,0.5585828268911531,0.1875
77,0.0,0.0,0.4451201443177801,0.1875
78,0.0,0.0,0.49370863810642,0.08750000000000001
79,17.525143263906802,0.004401283295037998,0.5125587803160133,0.1875
80,34.519682884844535,0.010868414096724382,0.46769841313696003,0.1875
81,0.0,0.0,0.4604035142581724,0.1875
82,0.0,0.0,0.5294303879437005,0.1875
83,26.11109060438819,0.007286418509951326,0.47211142345430157,0.17500000000000002
84,0.0,0.0,0.5773482708202284,0.1875
85,0.0,0.0,0.5099500557929504,0.1875
86,40.71677958663461,0.01429994057309623,0.545852516098564,0.1875
87,14.464901814095413,0.0034864702326587184,0.4743197520998704,0.1875
88,0.0,0.0,0.5041429131941109,0.1875
89,29.628217490214602,0.008727372841365032,0.5154106604467337,0.1875
