iteration,n_redundant,n_variables,icr_std,icr_raw,effective_dimension,icr_effective
93,10,30,0.03333333333333333,0.03213557415166281,11.367377117683935,0.08797104113351935
93,20,40,0.025,0.02424497997787652,12.125017193999762,0.08247410985073607
94,0,20,0.05,0.04880566491826981,12.075860221562086,0.08280983562681912
94,5,25,0.04,0.038908977347843134,11.205577274566302,0.08924127472394801
94,10,30,0.03333333333333333,0.03243030906210321,11.209041215809888,0.08921369640335887
94,20,40,0.025,0.024315427487372008,11.93202580653396,0.08380806547136374
95,0,20,0.05,0.05600994189582772,11.799529252030785,0.08474914368536293
95,5,25,0.04,0.04497102703882458,11.164831521818265,0.08956695835900474
95,10,30,0.03333333333333333,0.03762970772657311,11.358743066429394,0.08803791001800948
95,20,40,0.025,0.02810140137811242,11.805205215556473,0.08470839614733983
96,0,20,0.05,0.05248664083089264,11.08560414227928,0.09020708183021885
96,5,25,0.04,0.042145384084378325,10.441526382204936,0.09577143833149326
96,10,30,0.03333333333333333,0.03513440537821948,10.505594856935527,0.09518737526222282
96,20,40,0.025,0.026213717762692375,11.023634037692133,0.09071418704401732
97,0,20,0.05,0.05297194260021211,12.314134727113103,0.08120749221609642
97,5,25,0.04,0.042307296684248395,11.659333629247108,0.08576819497569985
97,10,30,0.03333333333333333,0.035334359561234895,11.820934264810974,0.0845956823376338
97,20,40,0.025,0.02647912706175487,12.123995875928784,0.08248105741980821
98,0,20,0.05,0.049517634168614634,12.766706099570273,0.07832873978618964
98,5,25,0.04,0.03980272148538649,11.67583248407185,0.08564699787909755
98,10,30,0.03333333333333333,0.03295030215366226,11.868196810577512,0.08425879819491632
98,20,40,0.025,0.024718127825289014,12.61928164401146,0.07924381341267193
99,0,20,0.05,0.050922967246652684,13.656268709671432,0.07322644429893177
99,5,25,0.04,0.0408907939929704,12.721931592270003,0.07860441574828243
99,10,30,0.03333333333333333,0.03406017862406433,12.698744659677313,0.07874794137528637
99,20,40,0.025,0.025402252932462267,13.386352619309552,0.07470294772883239
100,0,20,0.05,0.04848255873064305,12.585158969697822,0.07945867051880479
100,5,25,0.04,0.03847927630698106,11.834562024212616,0.08449826854209526
100,10,30,0.03333333333333333,0.032151391427418394,11.820847833768338,0.08459630087981705
100,20,40,0.025,0.02419213303021371,12.503872513501094,0.07997522358935179
101,0,20,0.05,0.05416757957572269,13.191193130867791,0.07580815397660805
101,5,25,0.04,0.043340940359986556,12.17662770200285,0.0821245442065636
101,10,30,0.03333333333333333,0.036172505565110466,12.177853157832558,0.08211628002402209
101,20,40,0.025,0.02714385098799753,12.998788503497186,0.07693024620955718
102,0,20,0.05,0.0546665653735462,11.780795033827598,0.08488391463637056
102,5,25,0.04,0.0437065698364309,11.381341179377154,0.08786310718915863
102,10,30,0.03333333333333333,0.036318177581533086,11.18979256775238,0.08936716153987324
102,20,40,0.025,0.02731321098967499,11.768177048986047,0.08497492821848399
103,0,20,0.05,0.05102096993457082,12.707674262210068,0.07869260569369395
103,5,25,0.04,0.04085984071567516,11.802206250636557,0.08472992072529359
103,10,30,0.03333333333333333,0.034145089984239506,11.753330921769239,0.08508226362858752
103,20,40,0.025,0.02549026998332517,12.517185457575474,0.07989016407796325
104,0,20,0.05,0.05850710492956356,12.288078117965185,0.08137969098178167
104,5,25,0.04,0.046792598984552944,11.334498981607965,0.08822621993461376
104,10,30,0.03333333333333333,0.0391789262217212,11.45049882473737,0.08733243986188839
104,20,40,0.025,0.02935734473455685,12.09884661796371,0.08265250660465885
105,0,20,0.05,0.048916849608690416,11.635302262673127,0.08594533922922404
105,5,25,0.04,0.03922690763591649,10.91816880765447,0.09159045052490154
105,10,30,0.03333333333333333,0.03265401953257843,10.848487244780936,0.0921787505885751
105,20,40,0.025,0.024459863978010202,11.470459443752086,0.08718046604006748
106,0,20,0.05,0.04927554294456625,12.521790371427052,0.0798607843077982
106,5,25,0.04,0.03948091316175981,11.702210792975174,0.08545393837891717
106,10,30,0.03333333333333333,0.0327908308832781,11.775385097143275,0.08492291264789306
106,20,40,0.025,0.024584905404167415,12.22827442866276,0.08177768709999064
107,0,20,0.05,0.05285423525190378,11.401898503534392,0.08770469230979536
107,5,25,0.04,0.04214417590298818,10.347465576908197,0.09664202239354519
107,10,30,0.03333333333333333,0.03518195510629278,10.620565393256665,0.09415694579075157
107,20,40,0.025,0.026380213946039236,11.077582787179143,0.09027240140848865
108,0,20,0.05,0.05325256038195362,11.478055024506038,0.08712277453496833
108,5,25,0.04,0.04238909621880121,10.689712532493916,0.0935478851241568
108,10,30,0.03333333333333333,0.035455119950239755,10.994403770255689,0.09095536428318238
108,20,40,0.025,0.02652294790800454,11.351811374289387,0.08809166810724946
109,0,20,0.05,0.058333297917930856,11.953996549496656,0.08365403117354143
109,5,25,0.04,0.046814430808031805,11.349587278681733,0.08810893078714234
109,10,30,0.03333333333333333,0.03919415920862836,11.281821439913804,0.08863816940606005
109,20,40,0.025,0.029276760350771733,11.952220870540296,0.08366645921552446
110,0,20,0.05,0.05087301754113158,11.333824216424276,0.08823147252900411
110,5,25,0.04,0.04073933640143667,10.725067554759809,0.0932395059419647
110,10,30,0.03333333333333333,0.03379695643004711,10.796091225801645,0.09262611616416262
110,20,40,0.025,0.025405881822688405,11.233566334777553,0.08901892508562838
111,0,20,0.05,0.05776063159172174,12.082692740108826,0.08276300833840398
111,5,25,0.04,0.046697232565554775,11.62842172100892,0.08599619311994103
111,10,30,0.03333333333333333,0.039270942064802604,11.635338076463466,0.08594507468784678
111,20,40,0.025,0.0290535623344753,12.094402204531756,0.08268287949158011
112,0,20,0.05,0.05235221355380414,12.018620062626555,0.08320422767249533
112,5,25,0.04,0.04158879583840193,11.22710190444747,0.08907018111271112
112,10,30,0.03333333333333333,0.03485065228495211,11.411923428724426,0.0876276471924922
112,20,40,0.025,0.026170431161196092,11.870713512287427,0.08424093454575377
113,0,20,0.05,0.050385800600227584,11.939749692502762,0.08375384959936996
113,5,25,0.04,0.04058009919907385,11.262407600791557,0.088790961528485
113,10,30,0.03333333333333333,0.033753732586789556,11.158972929802584,0.0896139820654347
113,20,40,0.025,0.025211846073480756,11.892110766481407,0.08408936139567057
114,0,20,0.05,0.050721055409941,12.194087961486652,0.08200695313650044
114,5,25,0.04,0.04049050320855556,11.395903491913892,0.087750830876162
114,10,30,0.03333333333333333,0.03367745738461652,11.734763666880994,0.08521688449698382
114,20,40,0.025,0.02529368387490985,12.134059997643334,0.08241264673112042
115,0,20,0.05,0.05602169181975449,12.626528410439178,0.07919833286663613
115,5,25,0.04,0.04493315542942976,11.711605970780093,0.08538538629927894
115,10,30,0.03333333333333333,0.03741388985005667,11.917426110220973,0.08391073632437718
115,20,40,0.025,0.028142720076844915,12.384857241025163,0.08074376478781474
116,0,20,0.05,0.04736365799641988,13.29997792801888,0.07518809470302307
116,5,25,0.04,0.03779624426588605,12.341548868148655,0.08102710694447943
116,10,30,0.03333333333333333,0.03145059828467804,12.389994555958179,0.08071028566506623
116,20,40,0.025,0.023642641452529176,13.09490177218014,0.07636559764995567
117,0,20,0.05,0.05186492746336527,12.120196629148165,0.08250691227195728
117,5,25,0.04,0.041529281520362366,11.192903579897605,0.08934232237969017
117,10,30,0.03333333333333333,0.03448374773609409,11.386670194786166,0.0878219868401817
117,20,40,0.025,0.02594808967731031,11.960027312911754,0.08361184919037973
118,0,20,0.05,0.057894542138036895,12.369840658682874,0.08084178507975048
118,5,25,0.04,0.046374865647812076,11.419146303451667,0.08757222067447633
118,10,30,0.03333333333333333,0.038736717660531335,11.585682147138636,0.08631343302016742
118,20,40,0.025,0.02897987604945308,12.12138620955678,0.08249881512822163
119,0,20,0.05,0.054912302778459925,12.26447921610706,0.08153627906896285
119,5,25,0.04,0.04417550242833164,11.497264793875491,0.08697720874730942
119,10,30,0.03333333333333333,0.03683317221903456,11.569233620657714,0.08643614890915736
119,20,40,0.025,0.02745140813319387,12.143175777528619,0.08235078025062734
120,0,20,0.05,0.05300145107166868,12.045709543577475,0.08301711048089977
120,5,25,0.04,0.042447762174335595,11.416947251032228,0.08758908822229935
120,10,30,0.03333333333333333,0.03512435524367911,11.419810820647301,0.08756712485919427
120,20,40,0.025,0.02653585840024989,11.855624465407097,0.08434815078006624
121,0,20,0.05,0.05408340393272886,11.40874631186302,0.08765204981025672
121,5,25,0.04,0.04296615249284418,10.696688096896382,0.09348688032608406
121,10,30,0.03333333333333333,0.03560107225436223,10.690154461830675,0.09354401786901322
121,20,40,0.025,0.026990479853355447,11.275638138876067,0.08868677654280221
122,0,20,0.05,0.05408578254622927,12.52704412525504,0.07982729125891387
122,5,25,0.04,0.04345369328139378,11.488645974181997,0.0870424593330896
122,10,30,0.03333333333333333,0.036061947532684886,11.777168097348866,0.08491005577351893
122,20,40,0.025,0.027048510239587518,12.186262050826993,0.08205961728290073
123,0,20,0.05,0.046696322891755515,11.312758585660125,0.08839576946931266
123,5,25,0.04,0.03763752463343574,10.902914627232283,0.09171859398974777
123,10,30,0.03333333333333333,0.03118911523064106,10.901164067873422,0.091733322585895
123,20,40,0.025,0.023292407084877585,11.2211377796198,0.08911752262914309
124,0,20,0.05,0.050412329958634094,12.160761037152575,0.08223169561056917
124,5,25,0.04,0.04021062992084167,11.314199877988653,0.08838450891657501
124,10,30,0.03333333333333333,0.03341666879474443,11.37997781173958,0.08787363354684227
124,20,40,0.025,0.02514997295773725,11.935278173599306,0.08378522774709919
125,0,20,0.05,0.05549553548259534,11.700378056687514,0.08546732380398905
125,5,25,0.04,0.04466644660703292,11.118419588230456,0.08994084024842548
125,10,30,0.03333333333333333,0.03694943389742351,11.147472734668273,0.08970643156542854
125,20,40,0.025,0.027833222980011986,11.534875658350213,0.0866936089836469
126,0,20,0.05,0.05059226647032555,11.963919726899512,0.08358464640577735
126,5,25,0.04,0.040661643805155995,11.05571280885338,0.09045097473943092
126,10,30,0.03333333333333333,0.033652446825338043,11.155567511183254,0.08964133819256781
126,20,40,0.025,0.025292602704643972,11.773322382985727,0.08493779134470612
127,0,20,0.05,0.05379289003814783,12.109214480777148,0.08258173984674701
127,5,25,0.04,0.04294691167926484,11.26470038235421,0.08877288929641376
127,10,30,0.03333333333333333,0.03601423334732504,11.391803342277468,0.08778241424593258
127,20,40,0.025,0.026940441579159705,11.829353879586579,0.08453547084474818
128,0,20,0.05,0.051490707216924454,11.836120622604943,0.08448714168138613
128,5,25,0.04,0.04124922999630813,11.206080700295297,0.08923726561898207
128,10,30,0.03333333333333333,0.03444023326669203,11.289683711211323,0.08857644072056163
128,20,40,0.025,0.02570770293662259,11.667388030731406,0.08570898622434107
129,0,20,0.05,0.05610420738071319,12.900097521290743,0.07751879381916046
129,5,25,0.04,0.04480509174317925,11.984995718673792,0.08343766017720829
129,10,30,0.03333333333333333,0.03718045425906953,11.973699365119574,0.08351637781328358
129,20,40,0.025,0.028075049195287412,12.619464834515094,0.0792426630695885
130,0,20,0.05,0.05130119074942745,12.366317731138901,0.08086481535905862
130,5,25,0.04,0.04103282196925333,11.454346446822653,0.0873031040786611
130,10,30,0.03333333333333333,0.034037657885487786,11.584871754170523,0.08631947087718107
130,20,40,0.025,0.02574259749564232,12.165029835013057,0.08220283990770226
131,0,20,0.05,0.051210437064805284,11.964621482592683,0.08357974395219264
131,5,25,0.04,0.040735433716213396,11.299333848322206,0.08850079247357455
131,10,30,0.03333333333333333,0.0340770612018404,11.617435733841118,0.08607751511695827
131,20,40,0.025,0.025567220655065545,11.929500736098518,0.08382580479449678
132,0,20,0.05,0.053519234301367576,12.948635444072096,0.07722821484311704
132,5,25,0.04,0.04282465605691804,12.122348438218873,0.08249226666734298
132,10,30,0.03333333333333333,0.035900359320023376,12.125495544764242,0.0824708562473389
132,20,40,0.025,0.026778373541991394,12.861727571333331,0.0777500529733529
133,0,20,0.05,0.05499839527932515,12.501446957909856,0.0799907405412207
133,5,25,0.04,0.04388061616121666,11.637841918282946,0.08592658389946067
133,10,30,0.03333333333333333,0.03657492967320985,11.635979477781945,0.0859403372023324
133,20,40,0.025,0.027592219492318385,12.392778315260006,0.08069215591217646
134,0,20,0.05,0.05727061798574484,11.897270491308236,0.08405289269757865
134,5,25,0.04,0.04573135583427323,11.250043545529989,0.08888854482677383
134,10,30,0.03333333333333333,0.0383220566585483,11.358231482482095,0.08804187531679639
134,20,40,0.025,0.028703932673765836,11.744126833257795,0.0851489441657028
135,0,20,0.05,0.05874450773997272,11.347354771868202,0.08812626555742756
135,5,25,0.04,0.046776220971043954,10.812641050134822,0.09248434266552584
135,10,30,0.03333333333333333,0.03919984664631095,10.8535535649187,0.09213572255562831
135,20,40,0.025,0.02935593146837095,11.326041141325426,0.08829210379179105
136,0,20,0.05,0.050554205220019216,11.513160075896595,0.08685712640212069
136,5,25,0.04,0.04029075257228067,10.718526271880727,0.09329640797946516
136,10,30,0.03333333333333333,0.03358616386255674,10.849651790935354,0.09216885659275056
136,20,40,0.025,0.02520790076640965,11.39205753571942,0.08778045553795116
137,0,20,0.05,0.05735272834879903,12.322322243668681,0.08115353423043363
137,5,25,0.04,0.04593267678977262,11.593455917643139,0.08625555719569186
137,10,30,0.03333333333333333,0.0384410929572122,11.664020517613482,0.08573373121985944
137,20,40,0.025,0.028750887120993107,12.259266711586728,0.0815709473923803
138,0,20,0.05,0.045322134769336636,11.676186064952145,0.0856444042975345
138,5,25,0.04,0.03652060210033608,10.819018487171318,0.09242982634568495
138,10,30,0.03333333333333333,0.030416808949290875,10.854445385115833,0.09212815252368867
138,20,40,0.025,0.02260537042073455,11.513927164707392,0.086851339746634
139,0,20,0.05,0.058604095022601214,12.784994846822991,0.07821669167496732
139,5,25,0.04,0.047000688832800556,12.110823118928307,0.08257077080393281
139,10,30,0.03333333333333333,0.03918709198346393,11.94184490824164,0.08373915485285294
139,20,40,0.025,0.029427698514097038,12.600930487659115,0.07935921882747969
140,0,20,0.05,0.053419442178966485,12.360954472807364,0.08089990155694543
140,5,25,0.04,0.04258780248927614,11.567842518572698,0.08644654337180459
140,10,30,0.03333333333333333,0.03537443621878441,11.488158607297457,0.08704615197119445
140,20,40,0.025,0.026798999746290207,12.176935410299434,0.08212246893862844
141,0,20,0.05,0.05539096357082091,12.031159253355792,0.08311751003720401
141,5,25,0.04,0.04449191540050765,11.176873025079525,0.08947046260220755
141,10,30,0.03333333333333333,0.036934138036839696,11.412760786672825,0.08762121792368971
141,20,40,0.025,0.02775721618677381,11.905442001350657,0.08399520151259829
142,0,20,0.05,0.044560784793784905,12.227133693445106,0.08178531658127645
142,5,25,0.04,0.03561190651351067,11.361286853541397,0.08801819836881353
142,10,30,0.03333333333333333,0.029679897242107185,11.45871554069098,0.08726981627643218
142,20,40,0.025,0.022168343747502515,12.038481334107498,0.08306695605921603
143,0,20,0.05,0.05382697604486661,11.453021312623184,0.0873132051974643
143,5,25,0.04,0.0430857286899618,10.863096985718784,0.09205477971103952
143,10,30,0.03333333333333333,0.035771524948333494,11.09849959407421,0.09010226936746721
143,20,40,0.025,0.0269703314452822,11.41407246862669,0.08761114867183924
144,0,20,0.05,0.054512391952360364,11.610360108673396,0.0861299727691444
144,5,25,0.04,0.04391886647643242,11.024815325365893,0.09070446719403999
144,10,30,0.03333333333333333,0.0364633267782383,11.144708833472457,0.08972867886835775
144,20,40,0.025,0.027320688394364637,11.511156149807492,0.08687224697379538
145,0,20,0.05,0.06463679347068921,12.131731347183978,0.08242846559836824
145,5,25,0.04,0.05192629951003018,11.351322659379246,0.08809546076762526
145,10,30,0.03333333333333333,0.043148732666778086,11.382518515749497,0.0878540191800561
145,20,40,0.025,0.03251178832907545,12.005429235581472,0.08329564735896475
146,0,20,0.05,0.05500782818556999,11.766209062782487,0.08498914090886626
146,5,25,0.04,0.044033888966461945,10.982251752933132,0.09105600768375399
146,10,30,0.03333333333333333,0.03665246311124208,11.109229269761954,0.09001524549699277
146,20,40,0.025,0.027515597904132844,11.669272139789491,0.08569514773678417
147,0,20,0.05,0.05243895994170645,13.485912155457985,0.07415145438236319
147,5,25,0.04,0.04241023363112257,12.539402781286048,0.07974861462241342
147,10,30,0.03333333333333333,0.03505101936711757,12.558060547158558,0.07963013048430193
147,20,40,0.025,0.026222758383442568,13.258713907968612,0.07542209651261805
148,0,20,0.05,0.05231611877238549,11.190428542642582,0.08936208262171283
148,5,25,0.04,0.04186212399356698,10.718901636730372,0.09329314083574647
148,10,30,0.03333333333333333,0.03484501556805818,10.520500714067124,0.09505251006379237
148,20,40,0.025,0.02618589666406994,11.15640130584566,0.08963463867833674
149,0,20,0.05,0.057628852616154115,11.295817305440925,0.08852834398431036
149,5,25,0.04,0.04594435918794792,10.55392964659457,0.09475143699888784
149,10,30,0.03333333333333333,0.03851521981640878,10.57678086385912,0.09454672578279483
149,20,40,0.025,0.028871816060675203,11.112281451955067,0.08999052123756841
150,0,20,0.05,0.05515372746408641,12.851460485909529,0.07781216781519969
150,5,25,0.04,0.04399634180446769,11.903648488616644,0.08400785699916218
150,10,30,0.03333333333333333,0.03689160777214237,12.03825878274351,0.08306849171854244
150,20,40,0.025,0.02761867677107482,12.69627721664114,0.07876324555116752
151,0,20,0.05,0.051453583237204496,11.676364912992616,0.08564309247369206
151,5,25,0.04,0.04083972738860041,10.915770417712315,0.09161057458458129
151,10,30,0.03333333333333333,0.03402449201300777,10.935657031982196,0.09144397973303485
151,20,40,0.025,0.02575874469750563,11.42052774884057,0.08756162779793794
152,0,20,0.05,0.05629897020804832,12.418275149532954,0.08052648117058427
152,5,25,0.04,0.04545881041481913,11.508554962840773,0.08689188201549501
152,10,30,0.03333333333333333,0.03795769256235543,11.685694074670863,0.08557472013301579
152,20,40,0.025,0.028226437672223208,12.198174388579858,0.08197948054720527
153,0,20,0.05,0.05303209889649191,12.338885900847044,0.08104459414211389
153,5,25,0.04,0.04236919100613238,11.810431145629845,0.08467091401400913
153,10,30,0.03333333333333333,0.03546806879104376,11.551843812241042,0.08656626736420542
153,20,40,0.025,0.026472789612798475,12.373734578085463,0.08081634478979796
154,0,20,0.05,0.05246929802944187,11.376552457648383,0.08790009132579583
154,5,25,0.04,0.04208297050925772,10.654430561184359,0.09385766740487714
154,10,30,0.03333333333333333,0.03502563134243202,10.821351512911162,0.09240989896750704
154,20,40,0.025,0.026248414859060584,11.174537230327518,0.08948916446275876
155,0,20,0.05,0.05115665815718838,12.817772613314789,0.07801667498464003
155,5,25,0.04,0.04081412162486495,11.762711529234664,0.08501441164434172
155,10,30,0.03333333333333333,0.03415418510750356,12.070836154355792,0.08284430235093096
155,20,40,0.025,0.025494534112400578,12.66918606874985,0.07893166889912735
156,0,20,0.05,0.05159605799892708,11.854746480870839,0.0843543977607306
156,5,25,0.04,0.04134348078592728,11.062565473068043,0.09039494522626897
156,10,30,0.03333333333333333,0.03443813317649878,11.11659665251461,0.0899555890402659
156,20,40,0.025,0.025734555460746447,11.820990060994195,0.08459528303806862
157,0,20,0.05,0.04998401738264743,11.763021646489946,0.08501217034641752
157,5,25,0.04,0.03969265082641379,10.993141197187457,0.090965810596142
157,10,30,0.03333333333333333,0.03341476792140238,11.198106221564167,0.08930081392461721
157,20,40,0.025,0.02499022231346097,11.653557037731494,0.08581070970539156
158,0,20,0.05,0.059794929766638645,10.830544858088437,0.09233145821405124
158,5,25,0.04,0.047695501015915735,10.313203339570121,0.09696308383285328
158,10,30,0.03333333333333333,0.04008826548163198,10.541484785102275,0.09486329681120892
158,20,40,0.025,0.030052688569495264,10.681235406947266,0.09362212907971133
159,0,20,0.05,0.05577146256556981,11.212305315990294,0.08918772472007715
159,5,25,0.04,0.04492317800951251,10.494433371871263,0.09528861297841466
159,10,30,0.03333333333333333,0.03730794901360916,10.577993824125747,0.09453588427318338
159,20,40,0.025,0.02793049564216541,11.014667172262575,0.0907880360214811
160,0,20,0.05,0.05539415852208511,12.867929792285933,0.07771257818017316
160,5,25,0.04,0.044281344120530704,12.135197941704888,0.08240491871692608
160,10,30,0.03333333333333333,0.036884640324629174,12.156262230046737,0.08226212803539985
160,20,40,0.025,0.02771471969539789,12.63399629212478,0.07915151919296792
161,0,20,0.05,0.05229272613536427,12.18078900233169,0.08209648815102014
161,5,25,0.04,0.04189921460607727,11.146760687915332,0.08971216194532118
161,10,30,0.03333333333333333,0.03494121764754312,11.214066245248297,0.08917371969545186
161,20,40,0.025,0.0261166994836913,11.912238444603593,0.08394727864543491
162,0,20,0.05,0.04879902718637651,11.33460879135827,0.0882253651985254
162,5,25,0.04,0.038969267700370444,10.816679820832269,0.09244981053003536
162,10,30,0.03333333333333333,0.03230761281849056,10.56455685428926,0.09465612365879741
162,20,40,0.025,0.024390681948901382,11.255472751242726,0.08884566842290913
163,0,20,0.05,0.05402082856597399,11.919813657372003,0.08389392894422755
163,5,25,0.04,0.04326856778217743,11.244073814709065,0.08893573774763365
163,10,30,0.03333333333333333,0.035861601655311534,11.270388172283182,0.08872808857278405
163,20,40,0.025,0.027094395137346673,11.789599837094835,0.08482052095216978
164,0,20,0.05,0.052055493469157985,12.061024385436774,0.0829116970534826
164,5,25,0.04,0.04191752684972825,11.569983556466873,0.0864305463460287
164,10,30,0.03333333333333333,0.035019038480300364,11.579294338119809,0.08636104850603317
164,20,40,0.025,0.02599755119221351,12.009286478534234,0.08326889376712185
165,0,20,0.05,0.05629143183198148,12.404629089001515,0.08061506658725036
165,5,25,0.04,0.04515488309756609,11.765241354171494,0.08499613139219105
165,10,30,0.03333333333333333,0.03762710146804328,11.631369031545146,0.08597440226407785
165,20,40,0.025,0.02824904805783001,12.214401993313825,0.08187056562796942
166,0,20,0.05,0.054493602817037995,11.706289846272496,0.08542416197890564
166,5,25,0.04,0.04363621303286503,10.865029708213576,0.09203840457463595
166,10,30,0.03333333333333333,0.03648307304489733,11.048525327371904,0.09050981650216922
166,20,40,0.025,0.02725721365580066,11.558477047365022,0.08651658829291609
167,0,20,0.05,0.04798054101582032,11.983965561442899,0.08344483258675166
167,5,25,0.04,0.03842190919556119,11.303399944522482,0.08846895667746325
167,10,30,0.03333333333333333,0.03196408835578576,11.348593696077401,0.08811664482671948
167,20,40,0.025,0.023938528590946823,11.952514086790424,0.08366440672972486
168,0,20,0.05,0.05402173709456229,11.863624301660968,0.08429127343993816
168,5,25,0.04,0.0434075435763472,11.01900860964609,0.09075226596379964
168,10,30,0.03333333333333333,0.036234976060787905,10.931334165773519,0.09148014184133564
168,20,40,0.025,0.026981235191557255,11.620278613909807,0.08605645640914077
169,0,20,0.05,0.054917961630748205,11.189321599898806,0.08937092307803932
169,5,25,0.04,0.043970555917907404,10.597237271337788,0.09436421723845773
169,10,30,0.03333333333333333,0.03653654584214519,10.682203544315938,0.09361364402498264
169,20,40,0.025,0.027462271021122628,10.989503231729694,0.09099592392063066
170,0,20,0.05,0.05117244385166293,12.603419878155965,0.07934354402753678
170,5,25,0.04,0.041146332009346184,11.699299548725095,0.0854752026679215
170,10,30,0.03333333333333333,0.03408873889465014,11.947496386244628,0.0836995440443337
170,20,40,0.025,0.0256376449544667,12.458822385316031,0.08026440774840807
171,0,20,0.05,0.05701308165827568,11.408409369929469,0.08765463857177334
171,5,25,0.04,0.04536896265937984,11.033493781942097,0.0906331230853317
171,10,30,0.03333333333333333,0.03791872803300936,10.871917811667245,0.09198009195092016
171,20,40,0.025,0.028580185371959665,11.384048076183152,0.08784221511609079
172,0,20,0.05,0.05811507386359433,12.300624690500191,0.08129668412469351
172,5,25,0.04,0.04641356977865175,11.615968794087648,0.08608838554292474
172,10,30,0.03333333333333333,0.03876051956297268,11.669488589010964,0.08569355823713556
172,20,40,0.025,0.029141961749601042,12.132310660029479,0.08242452967302852
173,0,20,0.05,0.05210573946588384,12.066353494659097,0.08287507907360975
173,5,25,0.04,0.041752802629232616,11.400759528229454,0.08771345431187257
173,10,30,0.03333333333333333,0.034689684233677076,11.474018174727554,0.08715342653043553
173,20,40,0.025,0.02608744121222522,11.913881136967644,0.08393570394932805
174,0,20,0.05,0.0561362577099503,11.86699318045167,0.08426734428796048
174,5,25,0.04,0.04472905152938336,11.076911468136327,0.09027787239038468
174,10,30,0.03333333333333333,0.03728940968455712,11.234048710360613,0.08901510272763452
174,20,40,0.025,0.02811891150491293,11.735199322087194,0.08521372092230832
175,0,20,0.05,0.04538163892140467,11.975986729481562,0.08350042652755092
175,5,25,0.04,0.03629718892724607,11.184210880205903,0.08941176187672079
175,10,30,0.03333333333333333,0.03028645150730638,11.092830400258862,0.09014831777980344
175,20,40,0.025,0.02258399185732805,11.687256397488275,0.08556328072129156
176,0,20,0.05,0.053408568631632666,12.33915423657381,0.08104283169068062
176,5,25,0.04,0.04269879208476154,11.155109690872091,0.08964501719048729
176,10,30,0.03333333333333333,0.03578449894243586,11.325175687620149,0.0882988509479042
176,20,40,0.025,0.02668804550862188,12.070143451447434,0.08284905676743066
177,0,20,0.05,0.05343374063403219,9.981537655108326,0.10018496493756375
177,5,25,0.04,0.042933511675365986,9.400066063059,0.10638223107068003
177,10,30,0.03333333333333333,0.03549417853150613,9.332475117577433,0.107152710015431
177,20,40,0.025,0.02673875750099659,9.842104539880264,0.10160428554157236
178,0,20,0.05,0.051382133005019495,11.054915691157657,0.09045749673150888
178,5,25,0.04,0.04129277855401175,10.282151309245016,0.09725591171770323
178,10,30,0.03333333333333333,0.03414250714131469,10.351960757031927,0.09660005707814488
178,20,40,0.025,0.025670371521962998,10.938213239749661,0.09142260971526704
179,0,20,0.05,0.05811008501119317,11.291128956307366,0.08856510308841947
179,5,25,0.04,0.046149242489226555,10.534347903122695,0.09492756544556215
179,10,30,0.03333333333333333,0.038785468431414845,10.753837612442904,0.09299005955259484
179,20,40,0.025,0.02905051551783114,11.187722908203423,0.08938369391207819
180,0,20,0.05,0.048386767750678336,11.099891406145883,0.09009097147079398
180,5,25,0.04,0.03829776924993556,10.625679911391288,0.09411162469970015
180,10,30,0.03333333333333333,0.03207014823129173,10.646681384039708,0.09392598162081624
180,20,40,0.025,0.0240863979231138,10.941237274483388,0.0913973415357832
181,0,20,0.05,0.053328822671921405,11.453707151167269,0.08730797695470048
181,5,25,0.04,0.04290106879561194,10.795116267889698,0.09263448166598456
181,10,30,0.03333333333333333,0.03564585059815889,10.944145790518478,0.091373051779551
181,20,40,0.025,0.026741819271907975,11.260568674722462,0.08880546168549937
182,0,20,0.05,0.056217838699313835,11.666796105060333,0.08571333474888294
182,5,25,0.04,0.044707233924528196,10.970645217229272,0.09115234156232775
182,10,30,0.03333333333333333,0.03721819230192213,10.930390438692006,0.09148804021310566
182,20,40,0.025,0.028104348541947415,11.641935451699162,0.08589637042301658
183,0,20,0.05,0.0469883531723442,11.335248472899977,0.08822038638065804
183,5,25,0.04,0.0374431019271715,10.771903270058871,0.09283410507217957
183,10,30,0.03333333333333333,0.031044914241209375,10.540647772418998,0.09487082972420656
183,20,40,0.025,0.023442702926161536,11.207056589930442,0.08922949500393365
184,0,20,0.05,0.053424444970183095,10.992599975691377,0.09097028930474706
184,5,25,0.04,0.042512300629887194,10.529454047732207,0.0949716856606992
184,10,30,0.03333333333333333,0.035415148074527156,10.362364046347754,0.0965030755074131
184,20,40,0.025,0.026658325565607568,10.984952454096094,0.09103362114481595
185,0,20,0.05,0.0526230009402909,11.925449987494837,0.08385427812356024
185,5,25,0.04,0.04246696934878576,11.224312974936916,0.08909231257475875
185,10,30,0.03333333333333333,0.03527690887379905,11.273133983240188,0.088706476964321
185,20,40,0.025,0.026361930531598136,11.896217352489822,0.08406033366486068
186,0,20,0.05,0.04606591597006271,11.811178658506181,0.08466555531101204
186,5,25,0.04,0.03681293864435488,11.007906397842875,0.09084379570996001
186,10,30,0.03333333333333333,0.030583699235474975,10.922589688792794,0.09155337960063241
186,20,40,0.025,0.02296331311945372,11.471971261361407,0.08716897708487874
187,0,20,0.05,0.04995194793296918,12.411162364997747,0.08057263055555727
