iteration,n_redundant,n_variables,icr_std,icr_raw,effective_dimension,icr_effective
24,10,30,0.03333333333333333,0.036650613553211656,11.280943986580589,0.08864506385188727
24,20,40,0.025,0.027523071095376207,11.987870471060312,0.08341765140139618
25,0,20,0.05,0.05384224797702215,12.65853845818439,0.07899806153003777
25,5,25,0.04,0.04320097041794745,11.638402384922866,0.08592244596178117
25,10,30,0.03333333333333333,0.03596416006190318,11.832979966519494,0.08450956587684785
25,20,40,0.025,0.026964655328989156,12.559346253469547,0.07962197870958035
26,0,20,0.05,0.06003923972103863,12.23281448981148,0.0817473363004797
26,5,25,0.04,0.047723496405545636,11.503409735607375,0.08693074688147674
26,10,30,0.03333333333333333,0.039764738284803265,11.587394017564737,0.08630068145470425
26,20,40,0.025,0.030146953058431326,12.168714897629801,0.08217794634951782
27,0,20,0.05,0.04637681027847516,12.21330324768395,0.08187793095120548
27,5,25,0.04,0.036901547377130896,11.402227336276663,0.087702162964113
27,10,30,0.03333333333333333,0.0309388564927957,11.559988272458614,0.08650527807043501
27,20,40,0.025,0.0231138722476718,12.111081291132116,0.08256901064087584
28,0,20,0.05,0.052327440249816504,11.768155023039204,0.08497508726238238
28,5,25,0.04,0.04160638612247709,10.999041265958128,0.0909170150215715
28,10,30,0.03333333333333333,0.03473749069286624,10.952827230314488,0.09130062758885378
28,20,40,0.025,0.02619219416974441,11.538775442291369,0.0866643089642639
29,0,20,0.05,0.05316753164372423,10.905880719810204,0.09169364911387029
29,5,25,0.04,0.04262586917332747,10.264678026983534,0.09742146781138429
29,10,30,0.03333333333333333,0.035529351122787635,10.381951496104625,0.09632100481062798
29,20,40,0.025,0.026572771352191757,10.800231719100548,0.09259060601741245
30,0,20,0.05,0.056287896687628985,10.998057887440908,0.09092514426041867
30,5,25,0.04,0.045277772672372915,10.481765704308408,0.09540377339182096
30,10,30,0.03333333333333333,0.03754865569376,10.310277731740285,0.09699059773351117
30,20,40,0.025,0.028228776064301752,10.932921358034825,0.09146686116653348
31,0,20,0.05,0.058082833545981524,11.60166977282439,0.08619448920554416
31,5,25,0.04,0.04689389447608335,10.844787603687921,0.09221019687466595
31,10,30,0.03333333333333333,0.03925682129074681,11.027444250761224,0.09068284339147487
31,20,40,0.025,0.02915105641912191,11.479358647373788,0.08711288066853604
32,0,20,0.05,0.048622648593981986,11.97313059957726,0.08352034513306882
32,5,25,0.04,0.038718985436151515,11.408271135450223,0.08765570068654714
32,10,30,0.03333333333333333,0.032320471261402375,11.34659954415445,0.08813213122650307
32,20,40,0.025,0.024252052810272012,11.787810934466233,0.08483339320247431
33,0,20,0.05,0.06181355430833235,12.793119276674126,0.0781670191900199
33,5,25,0.04,0.05012332173640403,11.835825050703447,0.08448925154909807
33,10,30,0.03333333333333333,0.04117473630969199,11.985062243084121,0.08343719704726954
33,20,40,0.025,0.031150600033858795,12.650420575501926,0.07904875525929488
34,0,20,0.05,0.05778824719173707,11.955021001359555,0.08364686267688509
34,5,25,0.04,0.04622385551205525,11.386678398617496,0.08782192356652614
34,10,30,0.03333333333333333,0.03875673267855535,11.400597559625623,0.08771470045933613
34,20,40,0.025,0.029041811578079238,11.808983335728607,0.08468129487273093
35,0,20,0.05,0.04912399089057443,11.576474625274324,0.08638208369728995
35,5,25,0.04,0.03943066122320081,10.954359154706255,0.09128785955227477
35,10,30,0.03333333333333333,0.032960910515062024,10.907768230966376,0.09167778218472514
35,20,40,0.025,0.024508389795694738,11.506299040384514,0.08690891801875004
36,0,20,0.05,0.05793125897106276,12.326821179828453,0.08112391551817064
36,5,25,0.04,0.04631132821146157,11.215653457060082,0.08916110004901368
36,10,30,0.03333333333333333,0.0385303725873627,11.52212953756921,0.08678951202027252
36,20,40,0.025,0.029103640026676102,12.323884672581997,0.08114324554048982
37,0,20,0.05,0.05312722462343637,12.64587921570601,0.07907714307108149
37,5,25,0.04,0.042548093718193215,11.916242045951014,0.08391907416313242
37,10,30,0.03333333333333333,0.0355987068228496,12.070704793326641,0.08284520391492432
37,20,40,0.025,0.026590233640782907,12.561828350098711,0.07960624617133397
38,0,20,0.05,0.04918701857381815,12.319630687935724,0.08117126440967687
38,5,25,0.04,0.03927086655936641,11.497597445339263,0.08697469230020452
38,10,30,0.03333333333333333,0.0326896784402835,11.504585809912834,0.08692186024970651
38,20,40,0.025,0.02464943554726865,12.166178416257566,0.0821950793244745
39,0,20,0.05,0.05017634968785188,11.58277185592236,0.08633512016285569
39,5,25,0.04,0.04026058561741915,10.795525367661613,0.09263097125365813
39,10,30,0.03333333333333333,0.03363065481588612,10.811975453961242,0.09249003609545049
39,20,40,0.025,0.025087340009769494,11.520375547232813,0.0868027258226143
40,0,20,0.05,0.05516228141240568,11.508282981750872,0.08689393557542324
40,5,25,0.04,0.04379164277227154,10.801700713767644,0.0925780140089809
40,10,30,0.03333333333333333,0.03661234006952584,10.967741705039023,0.09117647250395765
40,20,40,0.025,0.02762623465753274,11.258356047926538,0.08882291479706497
41,0,20,0.05,0.05136288261847777,13.084809455424251,0.07642449845423269
41,5,25,0.04,0.04125247673626211,12.34724935900303,0.0809896982659419
41,10,30,0.03333333333333333,0.03428157685499197,12.41315567799247,0.08055969214765588
41,20,40,0.025,0.0257039857668975,12.914073185790702,0.0774349026533546
42,0,20,0.05,0.05137400633263436,12.053080859121573,0.0829663396179091
42,5,25,0.04,0.041084279963856614,11.576206474860987,0.08638408464565751
42,10,30,0.03333333333333333,0.03439190631186534,11.461424020502488,0.087249193312382
42,20,40,0.025,0.025655815716835582,12.02328626639552,0.08317193634447095
43,0,20,0.05,0.050051504579841435,11.78730965088136,0.084837000945778
43,5,25,0.04,0.040183713850959195,11.033834363238826,0.0906303255132846
43,10,30,0.03333333333333333,0.03321708656737257,11.07123854033348,0.09032413097747947
43,20,40,0.025,0.024946464890808012,11.660711747479995,0.08575805848353217
44,0,20,0.05,0.04695027444344674,11.513815951994994,0.08685217864948852
44,5,25,0.04,0.03758814652057431,10.872222867843334,0.09197751114518542
44,10,30,0.03333333333333333,0.031234384936871133,10.615758252151144,0.09419958294522797
44,20,40,0.025,0.023364121403905397,11.314790302475709,0.08837989686659921
45,0,20,0.05,0.04849205729039478,12.482070479484259,0.08011491375918897
45,5,25,0.04,0.03882996080275694,11.359978097095654,0.08802833873910942
45,10,30,0.03333333333333333,0.03248503392297353,11.55536989057481,0.08653985198826518
45,20,40,0.025,0.02423896164650253,12.254083415689907,0.08160545069569365
46,0,20,0.05,0.054336240917762,12.459151846172873,0.0802622852940968
46,5,25,0.04,0.043296325531314114,11.46004901552386,0.08725966168603584
46,10,30,0.03333333333333333,0.036045914608944,11.387042471914746,0.08781911567173145
46,20,40,0.025,0.02715977960391262,12.242351540807253,0.0816836533950781
47,0,20,0.05,0.04755368484294697,12.10468838527673,0.08261261819976529
47,5,25,0.04,0.03796210688990938,11.279618665158239,0.08865547938148947
47,10,30,0.03333333333333333,0.031654657939698023,11.410190901292726,0.08764095260550848
47,20,40,0.025,0.02369328132303205,11.838250041276554,0.08447194446081889
48,0,20,0.05,0.051937532695248714,12.320181914361982,0.08116763266573783
48,5,25,0.04,0.04134951670356131,11.612279013243967,0.08611573997313413
48,10,30,0.03333333333333333,0.03435944593963097,11.684840246573586,0.08558097320100169
48,20,40,0.025,0.026004904853994155,12.171230751673155,0.08216095975852993
49,0,20,0.05,0.05004547293232844,11.19692152956932,0.08931026241089181
49,5,25,0.04,0.04066327510984906,10.475177700044405,0.0954637743277387
49,10,30,0.03333333333333333,0.03354868809600228,10.449764644300034,0.09569593517548394
49,20,40,0.025,0.025122467765053953,11.007006240990679,0.09085122494761079
50,0,20,0.05,0.055174142438831605,11.101943527073967,0.09007431874980545
50,5,25,0.04,0.0442370428931881,10.295751522633529,0.09712744113935377
50,10,30,0.03333333333333333,0.03687602875000703,10.254799404110788,0.09751531557010615
50,20,40,0.025,0.02759042602209948,10.839704021694292,0.09225344142225902
51,0,20,0.05,0.05132890813699113,11.9667195146352,0.08356509056446157
51,5,25,0.04,0.040720325110319304,11.383124648677043,0.08784934109600749
51,10,30,0.03333333333333333,0.03391820572315235,11.065629541800547,0.09036991489932752
51,20,40,0.025,0.025544051215619822,11.794622721128878,0.08478439909812467
52,0,20,0.05,0.053306967395392944,13.207239021207144,0.07571605226454059
52,5,25,0.04,0.04258784780107156,12.14757927472307,0.08232092809477032
52,10,30,0.03333333333333333,0.035285888244221665,12.339963624090622,0.0810375160302544
52,20,40,0.025,0.026678788753882562,13.109262425494787,0.07628194230479421
53,0,20,0.05,0.05306314908361142,10.711258740994355,0.09335970908561651
53,5,25,0.04,0.04314865190567943,9.94742491442312,0.10052852960468844
53,10,30,0.03333333333333333,0.0357982792874673,10.089211577217668,0.09911577256027503
53,20,40,0.025,0.026563859537378748,10.57831756550008,0.0945329910742499
54,0,20,0.05,0.051158121403894904,11.48052582494272,0.08710402426231982
54,5,25,0.04,0.04095143617155158,10.681308749861065,0.09362148622592782
54,10,30,0.03333333333333333,0.03406471599340338,10.860124656435362,0.0920799743681977
54,20,40,0.025,0.025601200821607172,11.309002077190867,0.08842513187055652
55,0,20,0.05,0.05769597066766207,11.780177261250808,0.0848883660935524
55,5,25,0.04,0.0464245547833537,11.204397311278084,0.08925067294725647
55,10,30,0.03333333333333333,0.03862224819361668,11.001666370976299,0.09089532133405887
55,20,40,0.025,0.028872732287979198,11.62774118871504,0.08600122618574624
56,0,20,0.05,0.0449999723372178,10.726361440462721,0.0932282587670159
56,5,25,0.04,0.03621231428162995,10.237727635424994,0.09767792576740957
56,10,30,0.03333333333333333,0.03019244543526075,10.190704495034648,0.09812864267502244
56,20,40,0.025,0.022425821708575062,10.660357354153964,0.09380548576172593
57,0,20,0.05,0.05697043653005411,12.014535988729529,0.0832325110963977
57,5,25,0.04,0.04512540834471682,11.244234666497025,0.08893446549808937
57,10,30,0.03333333333333333,0.03746662966662875,11.113621954063577,0.08997966676690498
57,20,40,0.025,0.028516552371441108,11.816545088014065,0.08462710483915768
58,0,20,0.05,0.06056590661411022,12.572608471779862,0.0795379894510016
58,5,25,0.04,0.04898999845634104,11.879519828088732,0.08417848654417269
58,10,30,0.03333333333333333,0.040878151662087005,11.984554465123168,0.08344073222831508
58,20,40,0.025,0.03041473017809623,12.418673636985197,0.08052389725596845
59,0,20,0.05,0.05453910530965681,11.740207606249239,0.08517736939061506
59,5,25,0.04,0.04373484650873091,10.85962861187272,0.09208418038409806
59,10,30,0.03333333333333333,0.03675394629684163,10.99791292543204,0.0909263427324977
59,20,40,0.025,0.027261756085957434,11.545245793491096,0.08661573931702463
60,0,20,0.05,0.052600506866271504,11.225934718630576,0.0890794419408478
60,5,25,0.04,0.0424008730035289,10.597599230451182,0.09436099424543214
60,10,30,0.03333333333333333,0.03519700282841806,10.785619294351948,0.09271604835187026
60,20,40,0.025,0.026320864228469187,11.175710550176568,0.08947976913952918
61,0,20,0.05,0.04826870821885414,10.64155944481213,0.09397118957856411
61,5,25,0.04,0.03925017491306853,9.815982454680572,0.10187467272042323
61,10,30,0.03333333333333333,0.03234269228543142,10.209046163616762,0.09795234383049647
61,20,40,0.025,0.024141384299783294,10.52996411226381,0.09496708529474869
62,0,20,0.05,0.056837107746603104,10.898875523909739,0.09175258473282126
62,5,25,0.04,0.04547217468272224,10.381129215704778,0.09632863431534791
62,10,30,0.03333333333333333,0.03793464658841257,10.240257837295232,0.09765379113385009
62,20,40,0.025,0.028588333650037826,10.675233944966024,0.09367476208533645
63,0,20,0.05,0.046204862450505604,12.717720062675449,0.07863044595035915
63,5,25,0.04,0.036892319287190306,11.701314374423154,0.0854604848653421
63,10,30,0.03333333333333333,0.030646475421805285,11.692415392089725,0.08552552799967494
63,20,40,0.025,0.023043052497550037,12.524200790307681,0.07984541422985547
64,0,20,0.05,0.052258027012405846,12.58510989146016,0.07945898038431647
64,5,25,0.04,0.0418120013545744,11.520423084454778,0.08680236764475795
64,10,30,0.03333333333333333,0.034877341579740526,11.722560193883728,0.08530559736615831
64,20,40,0.025,0.026193406380899682,12.304315496637429,0.08127229834713551
65,0,20,0.05,0.051212354842729464,13.230619534742305,0.0755822505041505
65,5,25,0.04,0.04067957402402619,12.230049615463674,0.08176581710147766
65,10,30,0.03333333333333333,0.03410375501868886,12.33989856761573,0.08103794326351714
65,20,40,0.025,0.025546141712351166,13.077573347011178,0.0764667858069055
66,0,20,0.05,0.05045265990204962,13.543104469993075,0.07383831397119181
66,5,25,0.04,0.04042393071644496,12.770796887959552,0.07830364923764555
66,10,30,0.03333333333333333,0.03381861131018352,12.757740431855158,0.07838378632497273
66,20,40,0.025,0.02519519934758292,13.38721423438326,0.07469813976918623
67,0,20,0.05,0.04848626178150956,12.086114105102068,0.08273957959555066
67,5,25,0.04,0.0390346567737288,11.34011319567933,0.08818254128018825
67,10,30,0.03333333333333333,0.032594496325869055,11.43380691135101,0.08745993418930675
67,20,40,0.025,0.02422232398512368,11.929574509812102,0.0838252864071135
68,0,20,0.05,0.05228540127231724,13.078332998679583,0.0764623442529688
68,5,25,0.04,0.04200153704384698,12.12903312213211,0.08244680263715978
68,10,30,0.03333333333333333,0.03493865567858621,12.122722382883182,0.08248972206209733
68,20,40,0.025,0.02608504795419216,12.878083655925005,0.07765130486164497
69,0,20,0.05,0.05184857202279758,12.415127806325389,0.08054689533606811
69,5,25,0.04,0.041520938348404715,11.380817983783283,0.08786714640590129
69,10,30,0.03333333333333333,0.03451356175183442,11.556565811009659,0.08653089649239261
69,20,40,0.025,0.0258816404313035,12.277343595852754,0.08145084416614329
70,0,20,0.05,0.05214768494808434,12.070219733616247,0.0828485331725108
70,5,25,0.04,0.041391227834293,11.10347924713355,0.09006186058826182
70,10,30,0.03333333333333333,0.0344759753845171,11.110745722144008,0.09000295974796486
70,20,40,0.025,0.026004138086223674,11.87953449914544,0.08417838258493508
71,0,20,0.05,0.0517896997684636,11.894747912024208,0.08407071821918279
71,5,25,0.04,0.04169386343711623,11.396094643607155,0.08774935899299223
71,10,30,0.03333333333333333,0.03442094670845736,11.088908706037357,0.09018019955882133
71,20,40,0.025,0.025907107419471654,11.725881577372574,0.0852814343554091
72,0,20,0.05,0.05129004234423664,11.264813215129575,0.08877200011243128
72,5,25,0.04,0.040701341647039105,10.64408712271435,0.09394887400592696
72,10,30,0.03333333333333333,0.03407715631802416,10.692758599752398,0.09352123595338213
72,20,40,0.025,0.02565468982904396,10.984381118077476,0.09103835612133453
73,0,20,0.05,0.05709465147660834,12.613241171737343,0.07928176321885554
73,5,25,0.04,0.04538490212521798,11.764105127756546,0.08500434067361172
73,10,30,0.03333333333333333,0.037825748813790305,11.780480186638924,0.08488618325882596
73,20,40,0.025,0.02853732868451061,12.473581850267745,0.08016943424943614
74,0,20,0.05,0.04996218462307563,11.534818248740054,0.0866940404638998
74,5,25,0.04,0.03970251592920361,10.537656777260437,0.0948977577404052
74,10,30,0.03333333333333333,0.03322807259069002,10.593337699280935,0.09439895417172238
74,20,40,0.025,0.024949225650865662,11.257990914900416,0.08882579561122746
75,0,20,0.05,0.05657037560063491,12.514906367311887,0.07990471287998879
75,5,25,0.04,0.04509790585439401,11.774764098628125,0.0849273914639623
75,10,30,0.03333333333333333,0.037623205134718896,11.74006723707846,0.08517838780698943
75,20,40,0.025,0.028434791073772905,12.362469634029324,0.08088998635413173
76,0,20,0.05,0.05400337801872963,13.404974691099492,0.07459917105729193
76,5,25,0.04,0.043415300549223525,12.453573052412857,0.0802982401750357
76,10,30,0.03333333333333333,0.0361003588972658,12.595435519841645,0.07939384060397876
76,20,40,0.025,0.026982550052436338,13.127487898700684,0.07617603670379135
77,0,20,0.05,0.05135806746256331,11.671460619215065,0.08567907930509322
77,5,25,0.04,0.040542104341218264,10.934865603343297,0.09145059813942784
77,10,30,0.03333333333333333,0.033840865249063504,10.856075805827535,0.09211431624889728
77,20,40,0.025,0.025686357557670396,11.48881579011863,0.08704117276038893
78,0,20,0.05,0.05261873770000897,12.588045476021474,0.07944045021960437
78,5,25,0.04,0.041993568486805744,11.746926543035714,0.08512865014831136
78,10,30,0.03333333333333333,0.03504367876973946,11.788493280982898,0.08482848284039758
78,20,40,0.025,0.02635604109541009,12.267475998454756,0.0815163608329833
79,0,20,0.05,0.0548062306567751,10.902497172440603,0.09172210587935817
79,5,25,0.04,0.043762660438003254,10.194727233204413,0.0980899220866824
79,10,30,0.03333333333333333,0.036379500904525644,10.473510055496673,0.09547897454637791
79,20,40,0.025,0.027522232147380057,10.91150081496655,0.09164642123550679
80,0,20,0.05,0.05434686617504615,12.011672310940007,0.08325235438609316
80,5,25,0.04,0.04338495139157709,11.2533457010043,0.08886246157982648
80,10,30,0.03333333333333333,0.036295418815020436,11.43030867052155,0.08748670126284275
80,20,40,0.025,0.0272007368442915,11.832014328591336,0.08451646289707082
81,0,20,0.05,0.05375287837823976,11.825723408434705,0.0845614230489062
81,5,25,0.04,0.043552789361824405,11.094940931307319,0.09013116934928736
81,10,30,0.03333333333333333,0.036070383063204856,10.969971972774715,0.09115793572506846
81,20,40,0.025,0.026969124741202034,11.79997511224898,0.08474594145219413
82,0,20,0.05,0.04986828008625022,11.203041287015077,0.08926147591360334
82,5,25,0.04,0.04020298888056615,10.344391616238351,0.09667074073551378
82,10,30,0.03333333333333333,0.033461269669805546,10.452757568268046,0.0956685346875115
82,20,40,0.025,0.024912476702798916,10.995600918237201,0.0909454615019184
83,0,20,0.05,0.05357616107064934,11.578497573392946,0.08636699137010412
83,5,25,0.04,0.04260074843127493,10.72991534283013,0.09319738022613692
83,10,30,0.03333333333333333,0.03561738545747014,10.834336060626187,0.0922991491499114
83,20,40,0.025,0.02676084974819862,11.454980415985236,0.08729827233964682
84,0,20,0.05,0.047497665699942605,13.111026546459266,0.07627167838128264
84,5,25,0.04,0.03828959119101544,12.071082974226881,0.08284260841675203
84,10,30,0.03333333333333333,0.03177818756435452,12.147526518188318,0.08232128561338922
84,20,40,0.025,0.023703544858932408,12.860703550140174,0.07775624374679724
85,0,20,0.05,0.05454414767706617,11.509048981505531,0.08688815223629252
85,5,25,0.04,0.04368575755813263,10.979925250140253,0.09107530126284115
85,10,30,0.03333333333333333,0.0367004656392345,10.838070142501454,0.09226734897004435
85,20,40,0.025,0.02725354802681686,11.358463537647756,0.08804007660767574
86,0,20,0.05,0.04723489216288033,11.767420874832052,0.08498038870512246
86,5,25,0.04,0.037765056942545346,10.922887526189221,0.09155088318929895
86,10,30,0.03333333333333333,0.03155490623482104,11.000514368964858,0.0909048401246804
86,20,40,0.025,0.023555104717222414,11.61220087332055,0.08611631945650683
87,0,20,0.05,0.05356506335750422,11.468504907637595,0.08719532389387892
87,5,25,0.04,0.04308518487953854,10.691896585219935,0.09352877593133116
87,10,30,0.03333333333333333,0.03592500175069372,10.799912549881055,0.09259334234248161
87,20,40,0.025,0.02678355308614887,11.370074437765611,0.08795017178414488
88,0,20,0.05,0.05256096112846103,11.831641179085887,0.08451912840017856
88,5,25,0.04,0.042300246760179364,11.008624104329996,0.0908378731549815
88,10,30,0.03333333333333333,0.03499433472143075,10.813656523916416,0.09247565777480667
88,20,40,0.025,0.02631860243186129,11.608879006676041,0.08614096153684773
89,0,20,0.05,0.05638554626751356,13.427038684525872,0.07447658590218112
89,5,25,0.04,0.045078588451480966,12.50864376708623,0.07994471811814499
89,10,30,0.03333333333333333,0.03726076533876187,12.605599435535051,0.0793298252188635
89,20,40,0.025,0.028229519781264537,13.294870855517638,0.07521697734919928
90,0,20,0.05,0.05338822862402663,12.15793796265786,0.08225078981908121
90,5,25,0.04,0.04240807057832505,11.541137134742085,0.08664657462475836
90,10,30,0.03333333333333333,0.0355696363885275,11.598697455170791,0.08621657766874435
90,20,40,0.025,0.02668258779717771,11.90811878013743,0.08397632056441909
91,0,20,0.05,0.049390823310032694,11.236154360025068,0.08899842134224373
91,5,25,0.04,0.039537215955298494,10.502081839511147,0.0952192160832131
91,10,30,0.03333333333333333,0.03297153972564196,10.555432204546621,0.09473794920204806
91,20,40,0.025,0.024783440611516095,11.202312471877082,0.08926728320696789
92,0,20,0.05,0.05516642976471313,11.495441636786657,0.08699100318163434
92,5,25,0.04,0.04419215874744654,10.83948279545267,0.09225532425029684
92,10,30,0.03333333333333333,0.03699089071153944,10.892568025524838,0.09180571538838904
92,20,40,0.025,0.027584574889295537,11.312637215365115,0.08839671784416231
93,0,20,0.05,0.04857109572448122,12.306023275927577,0.0812610197118796
93,5,25,0.04,0.038587570085873185,11.386903988408383,0.08782018369681328
