iteration,pooled_effect,i_squared,tau_squared,icr_mean,icr_sd,icrd
127,0.43718761915220006,39.16499835649215,0.013231074323544539,0.0625,0.053909646632119564,0.17500000000000002
128,0.503023004635413,0.0,0.0,0.05750000000000001,0.056789083458002744,0.1875
129,0.48328973015420473,0.0,0.0,0.08249999999999999,0.0642748006609122,0.17500000000000002
130,0.5189387585534296,0.0,0.0,0.11625,0.0750104159433875,0.1875
131,0.5737244220608859,0.0,0.0,0.053750000000000006,0.032619970876749727,0.08750000000000001
132,0.5409927762098615,0.0,0.0,0.07125000000000001,0.06847672962401169,0.1875
133,0.4833915189072954,0.0,0.0,0.10750000000000001,0.06523994175349945,0.17500000000000002
134,0.5697401538085864,0.0,0.0,0.06999999999999999,0.05338539126015656,0.17500000000000002
135,0.5447359944229136,0.0,0.0,0.0925,0.07648529270389177,0.1875
136,0.5880450066755223,0.0,0.0,0.06625,0.07138145767634617,0.1875
137,0.4515028783015705,32.565563758398795,0.009937012311547155,0.0775,0.06819090848492929,0.1875
138,0.40196029990214127,30.21380281732987,0.008862043785343022,0.12000000000000002,0.055677643628300216,0.15000000000000002
139,0.5286227084600864,18.14552705038873,0.004601009903621505,0.057499999999999996,0.04264680527307996,0.08750000000000001
140,0.4726258094538662,0.0,0.0,0.075,0.054486236794258416,0.1875
141,0.4698942424057391,0.0,0.0,0.07625000000000001,0.05316542579534185,0.1875
142,0.5156545761436343,17.906448168420123,0.004519739612741395,0.13,0.07399324293474371,0.17500000000000002
143,0.48448808010518485,12.38634711338164,0.002917943117462754,0.08875,0.066485430734861,0.1875
144,0.5268893640962957,0.0,0.0,0.07125000000000001,0.0684767296240117,0.1875
145,0.5343779782050502,0.0,0.0,0.07500000000000001,0.05361902647381805,0.17500000000000002
146,0.5266003659373365,20.73502963477778,0.005428396049227619,0.05750000000000001,0.05760859310901457,0.1875
147,0.615490320150208,0.0,0.0,0.07875,0.07050044326101787,0.1875
148,0.4866508238057763,14.199284523889432,0.003416749050250147,0.052500000000000005,0.03391164991562634,0.08750000000000001
149,0.5369303973667956,0.0,0.0,0.07250000000000001,0.06819090848492929,0.1875
150,0.5209883193946308,0.0,0.0,0.04875,0.05630552814777604,0.1875
151,0.459596876979393,55.228277059950656,0.025444444360992018,0.06000000000000001,0.052380817099392414,0.1875
152,0.44916106379588494,29.523746170572423,0.008616646821840051,0.06375,0.0579466349324963,0.1875
153,0.49489661900857385,0.0,0.0,0.07375000000000001,0.08337603072826147,0.1875
154,0.4961791946045099,43.924868851915754,0.016211153274115084,0.04,0.032977264895682305,0.08750000000000001
155,0.45577990596760254,6.6775164707593895,0.0014717901865944274,0.10000000000000002,0.0698212002188447,0.17500000000000002
156,0.48270555420408107,50.009360653424395,0.020679027233736637,0.058750000000000004,0.05674779731408084,0.1875
157,0.5304611069196247,0.0,0.0,0.08875,0.06286145480340079,0.1875
158,0.5347228725148417,0.0,0.0,0.057499999999999996,0.03674234614174767,0.08750000000000001
159,0.4797820843838997,40.52817968380247,0.014072898348554668,0.065,0.0526782687642637,0.17500000000000002
160,0.5043894108694456,0.0,0.0,0.0475,0.03699662146737186,0.08750000000000001
161,0.46518253541660526,7.321201726436553,0.0016266069797254217,0.04375,0.030233466556119564,0.08750000000000001
162,0.47860809574628105,0.0,0.0,0.11624999999999999,0.07501041594338749,0.1875
163,0.4131227563460102,0.0,0.0,0.11374999999999999,0.06433554616228886,0.1875
164,0.5493536777117369,12.715408753562322,0.0030312658229578703,0.06375,0.05375,0.1875
165,0.5107390906907981,9.652930918727904,0.0022120421566515194,0.062499999999999986,0.07310095758606723,0.1875
166,0.538728315811039,29.326042632762555,0.00862680603785833,0.0675,0.05567764362830022,0.1875
167,0.46774055777514684,0.0,0.0,0.07750000000000001,0.04802343178074637,0.17500000000000002
168,0.5118297437904903,0.0,0.0,0.09624999999999999,0.07645464341686514,0.1875
169,0.4822726477774706,0.0,0.0,0.07375,0.05490047813999437,0.1875
170,0.5182198346659365,0.0,0.0,0.08875000000000001,0.07934300536279175,0.1875
171,0.529868813346028,0.0,0.0,0.0775,0.06819090848492927,0.1875
172,0.5414714353324104,0.0,0.0,0.0775,0.06819090848492927,0.1875
173,0.5877190342986481,1.8356968151523707,0.00039106467176004065,0.04625,0.05756789469834728,0.1875
174,0.5250836174825324,52.642861430675914,0.023102257061768616,0.075,0.06614378277661476,0.17500000000000002
175,0.4195573553901751,8.218091651755364,0.0018346974038346037,0.07250000000000001,0.06819090848492927,0.1875
176,0.48513809927824386,16.90068742884386,0.004198565350894974,0.052500000000000005,0.0325,0.07500000000000001
177,0.5600813554486377,0.0,0.0,0.07500000000000001,0.06959705453537528,0.1875
178,0.5130287624559253,0.0,0.0,0.0775,0.06819090848492929,0.1875
179,0.5001120072199648,0.0,0.0,0.12125,0.08178668901477795,0.1875
180,0.49881321734473855,0.0,0.0,0.06625,0.05245533814589321,0.1875
181,0.4971876303362777,0.0,0.0,0.07875,0.05125,0.1875
182,0.514490094969736,0.0,0.0,0.08375,0.08004881323292683,0.1875
183,0.4713174636193304,0.0,0.0,0.07250000000000001,0.05612486080160912,0.1875
184,0.5153646619744927,0.0,0.0,0.04625,0.0542131211055036,0.1875
185,0.5070053405095548,0.22143211724048212,4.5915762886425476e-05,0.0675,0.07053367989832943,0.1875
186,0.3897624390505915,0.0,0.0,0.08625000000000001,0.06481946081232087,0.1875
187,0.4955260081162445,0.0,0.0,0.0825,0.05220153254455276,0.1875
188,0.4962808648256722,0.0,0.0,0.051250000000000004,0.05980436856952843,0.1875
189,0.5168210218601478,0.0,0.0,0.07749999999999999,0.06819090848492929,0.1875
190,0.5014693846284032,0.0,0.0,0.11000000000000001,0.06244997998398398,0.15000000000000002
191,0.5551252504279046,0.0,0.0,0.06250000000000001,0.07048936089935844,0.1875
192,0.4278394780217978,16.26059902277703,0.003983130631704893,0.08875000000000002,0.06286145480340079,0.1875
193,0.4686714434596388,34.50360613641877,0.010861737079762126,0.07250000000000001,0.051780787943019956,0.17500000000000002
194,0.4783298821281887,34.41747445639669,0.010832341654851241,0.07875000000000001,0.06709368450159821,0.1875
195,0.4416264301130414,0.0,0.0,0.06375,0.072983302884975,0.1875
196,0.46275574407157516,5.809744436297913,0.001269682320346424,0.0925,0.06229967897188557,0.17500000000000002
197,0.5332542789949017,60.10736700259105,0.03137224285318752,0.06,0.0598957427535547,0.1875
198,0.48575831300441463,24.053799019333937,0.006540374613885472,0.05,0.056457948953181084,0.1875
199,0.4866006533963333,21.448424539869187,0.005638579233229329,0.085,0.07901740314639555,0.1875
200,0.4864862203736687,29.516669849396575,0.008650310543548622,0.07,0.0694172168845741,0.1875
201,0.5328202181384925,0.0,0.0,0.10375000000000001,0.08178668901477795,0.1875
202,0.5071731660659774,0.0,0.0,0.06999999999999999,0.06666145812986692,0.1875
203,0.5463467426111951,0.0,0.0,0.08625000000000001,0.07855133671682488,0.1875
204,0.4837163971767542,0.0,0.0,0.09625,0.07332504688031233,0.1875
205,0.46709170238831565,18.61847488634401,0.004713315950970821,0.0925,0.07648529270389177,0.1875
206,0.45897761919048474,0.0,0.0,0.10250000000000001,0.07088723439378913,0.1875
207,0.506267540382401,0.0,0.0,0.06875,0.05455788210698799,0.1875
208,0.4628172550879772,0.0,0.0,0.10499999999999998,0.08104782538723665,0.1875
209,0.44665494811075046,40.70599827535734,0.014124727312451568,0.051250000000000004,0.0400975373308636,0.08750000000000001
210,0.4847656054399171,6.104303648543018,0.001341661996544216,0.07,0.06941721688457411,0.1875
211,0.5484073801231724,0.0,0.0,0.09000000000000001,0.06144102863722254,0.17500000000000002
212,0.5045048274265319,0.0,0.0,0.08499999999999999,0.0653834841531101,0.17500000000000002
213,0.4795103425047293,0.0,0.0,0.13625,0.07875,0.1875
214,0.4531563848720109,0.0,0.0,0.06375,0.06969800929725326,0.1875
215,0.4375332393983007,0.0,0.0,0.03375,0.02564785566085399,0.08750000000000001
216,0.47742068631385015,1.8744718342291453,0.0003938538114578197,0.10875000000000001,0.07746975216173084,0.1875
217,0.586760657837881,0.0,0.0,0.1025,0.07088723439378912,0.1875
218,0.5247149182607,32.41014081417419,0.009952450578020465,0.09125000000000001,0.07459264373917847,0.1875
219,0.5338858281192826,39.58846895562261,0.013622257656258047,0.0725,0.05612486080160912,0.1875
220,0.4973122944702523,0.0,0.0,0.07125000000000001,0.06915788096811526,0.1875
221,0.496266365013184,0.0,0.0,0.057499999999999996,0.05760859310901456,0.1875
222,0.49895129618715595,0.0,0.0,0.09625,0.07645464341686516,0.1875
223,0.5362637643771045,36.82698907914035,0.012119767282685589,0.11500000000000002,0.07348469228349534,0.17500000000000002
224,0.525017672695207,4.397247665853232,0.0009538595853800819,0.09375,0.08736596877503278,0.1875
225,0.5566041492910078,47.26658659275221,0.018696255449973217,0.061250000000000006,0.05490047813999438,0.1875
226,0.555330294893784,0.0,0.0,0.08499999999999999,0.05356071321407138,0.1875
227,0.4722400355092914,22.026619755345237,0.005823888211450014,0.06749999999999999,0.05482928049865327,0.17500000000000002
228,0.5457607553484226,0.0,0.0,0.06,0.0598957427535547,0.1875
229,0.46747140797191084,36.65671807952705,0.011931401793145517,0.06750000000000002,0.05129571132170799,0.17500000000000002
230,0.5346640873283091,22.407357633033325,0.005999151031719134,0.12500000000000003,0.0670820393249937,0.17500000000000002
231,0.520401414853044,9.4766829060244,0.002170035408403642,0.036250000000000004,0.02764168048436998,0.08750000000000001
232,0.5286192560028591,42.70075753019131,0.015483232532151682,0.07750000000000001,0.08135570047636491,0.1875
233,0.5453915688442035,37.91741037461212,0.012713839804413365,0.09,0.07578753195612059,0.1875
234,0.4716997298268581,0.0,0.0,0.06375,0.053750000000000006,0.1875
235,0.4844531528593509,0.0,0.0,0.125,0.07745966692414834,0.17500000000000002
236,0.4408749732953258,0.0,0.0,0.057499999999999996,0.03674234614174767,0.08750000000000001
237,0.5146004255527854,5.084471679774291,0.001109481710177468,0.0775,0.08077747210701756,0.1875
238,0.43714728984898354,14.082671146644572,0.003365285107415004,0.07875000000000001,0.06709368450159821,0.1875
239,0.5954421281703508,0.0,0.0,0.06750000000000002,0.0678232998312527,0.1875
240,0.4520676392331392,0.0,0.0,0.08125,0.0791063366614837,0.1875
241,0.5484314167659006,12.151275559572177,0.0028777720499487155,0.09375000000000001,0.07525996611745185,0.1875
242,0.49383745570911003,0.0,0.0,0.13000000000000003,0.07399324293474373,0.17500000000000002
243,0.5351213751703481,8.307237293625896,0.0018814736267386669,0.06875,0.07032291589517603,0.1875
244,0.551967502031133,5.272954316848208,0.0011584726607544978,0.07375000000000001,0.06788086991192732,0.1875
245,0.5148008686166203,0.0,0.0,0.13374999999999998,0.08178668901477795,0.1875
246,0.4389551877032831,0.0,0.0,0.058750000000000004,0.05591567311586261,0.1875
247,0.4756856139562347,46.37890689226394,0.017860220189468912,0.06125000000000001,0.05490047813999437,0.1875
248,0.4873305525831515,2.0688199962669565,0.0004360588879238089,0.0925,0.07335700375560605,0.17500000000000002
249,0.5253805840498513,0.0,0.0,0.05500000000000001,0.05425633603552677,0.1875
250,0.452984860099446,0.0,0.0,0.09,0.06514407110397692,0.1875
251,0.44549837033355877,31.845548365341088,0.009608032475677897,0.0925,0.07648529270389177,0.1875
252,0.5523327898299548,33.128959371803745,0.010319818277583583,0.10500000000000001,0.065,0.15000000000000002
253,0.5103802385348357,24.83799105539256,0.006844534142952678,0.04875,0.05630552814777604,0.1875
254,0.47666959275136217,38.847448986301025,0.013112681751397515,0.06375,0.0579466349324963,0.1875
255,0.473543411880746,0.0,0.0,0.10124999999999999,0.0571319744101322,0.1875
256,0.5217324180149202,0.0,0.0,0.135,0.06726812023536856,0.15000000000000002
257,0.5068035862688456,12.179276538241819,0.0028700564911617677,0.05249999999999999,0.05500000000000001,0.1875
258,0.493644756653444,0.0,0.0,0.0625,0.05889609494694874,0.1875
259,0.48035571437952523,43.89897625805821,0.016163849403555912,0.05125,0.0557477578024444,0.1875
260,0.4578930509295496,0.0,0.0,0.08625000000000001,0.06481946081232086,0.1875
261,0.5196107353193009,0.0,0.0,0.0625,0.05477225575051662,0.1875
262,0.4019782178175026,0.0,0.0,0.06875,0.07032291589517603,0.1875
263,0.5558028570394464,0.0,0.0,0.07250000000000001,0.05612486080160912,0.1875
264,0.4967147813906593,32.51094450735521,0.009964002734878335,0.06875,0.033189795118379384,0.08750000000000001
265,0.4348027021722061,30.718366706329263,0.009106285691861933,0.09625000000000002,0.07332504688031233,0.1875
266,0.4458998385400113,54.7383106030519,0.024906848468553476,0.07,0.06941721688457411,0.1875
267,0.47172003297257487,46.405595994085495,0.01787121842263976,0.11500000000000002,0.07348469228349534,0.17500000000000002
268,0.44247933014178153,0.0,0.0,0.065,0.07154544010627092,0.1875
269,0.4417085974591602,0.0,0.0,0.053750000000000006,0.032619970876749727,0.08750000000000001
270,0.4782217003009649,0.0,0.0,0.075,0.06959705453537526,0.1875
271,0.46950380261929403,16.803823495105238,0.004162074425619266,0.06625,0.05245533814589321,0.1875
272,0.4472203128712397,0.0,0.0,0.09875,0.07125000000000001,0.1875
273,0.5081195878964312,0.0,0.0,0.07125,0.0684767296240117,0.1875
274,0.5664212952806217,6.67861269453513,0.0014923432312122214,0.06375,0.054615130687383696,0.1875
275,0.5168178600840497,17.334561365024186,0.004345690906144068,0.0725,0.06819090848492927,0.1875
276,0.508062726652167,0.0,0.0,0.13375,0.08460385629508858,0.1875
277,0.44371605466592445,0.0,0.0,0.11000000000000001,0.07901740314639555,0.1875
278,0.450928819255984,0.0,0.0,0.06874999999999999,0.058696784409369485,0.1875
279,0.5525241820323631,0.0,0.0,0.13,0.07399324293474371,0.17500000000000002
280,0.4960381815481633,0.23756744713191238,4.920370366134813e-05,0.08750000000000001,0.06349212549600147,0.17500000000000002
281,0.5387637477248046,4.139588874440923,0.0008971324268155594,0.04875,0.030336652748779,0.08750000000000001
282,0.4275404571649219,46.4154225278544,0.017792157403700676,0.08125,0.08144208064630962,0.1875
283,0.5019497523500354,0.0,0.0,0.0875,0.07745966692414834,0.1875
284,0.5321936928690194,28.115582581348058,0.008124223689439339,0.05375,0.05917400189272313,0.1875
285,0.5087612988422743,0.0,0.0,0.10750000000000001,0.07830229881682914,0.17500000000000002
286,0.49472395730979574,0.0,0.0,0.041249999999999995,0.0321374003304561,0.08750000000000001
287,0.49272581336886384,39.844661444851475,0.013698850290252857,0.05875000000000001,0.05674779731408083,0.1875
288,0.4782957235491144,0.0,0.0,0.10625,0.06965315857877517,0.1875
289,0.46821502310481716,0.0,0.0,0.0725,0.07154544010627092,0.1875
290,0.4855349054287975,0.5833709115528378,0.00012109496113275837,0.058750000000000004,0.05674779731408084,0.1875
291,0.4661498345229307,0.0,0.0,0.06625,0.05245533814589321,0.1875
292,0.44582173389897783,5.384207940530158,0.001169196139263648,0.08,0.07949056547792323,0.1875
293,0.5319063780590862,0.0,0.0,0.07625,0.08167198111959817,0.1875
294,0.4752972844041455,0.2923539102936744,6.043581289047628e-05,0.11875,0.08427076895341587,0.1875
295,0.44673363960945767,0.0,0.0,0.07125,0.03064412668032816,0.08750000000000001
296,0.5254800158675462,0.0,0.0,0.095,0.0746240577829965,0.1875
297,0.488398606935395,0.0,0.0,0.09625,0.07332504688031233,0.1875
298,0.42288430811037747,0.0,0.0,0.04625,0.0542131211055036,0.1875
299,0.4915657898513023,0.0,0.0,0.08249999999999999,0.06782329983125268,0.1875
300,0.5023024507633465,0.0,0.0,0.10374999999999998,0.08178668901477795,0.1875
301,0.426583848448656,32.19286236337568,0.009743141026579864,0.09,0.07822243923581008,0.1875
302,0.5485802175904719,52.88447865586392,0.023397961746866883,0.08125000000000002,0.06549093448714868,0.1875
303,0.5240496087734443,9.152033616795057,0.0020891461164790227,0.08250000000000002,0.07810249675906655,0.1875
304,0.5024684117825009,0.0,0.0,0.07875,0.06709368450159822,0.1875
305,0.40044916495179983,26.22666679059305,0.007274518491854958,0.09,0.06514407110397692,0.1875
306,0.4502492621007295,0.0,0.0,0.11500000000000002,0.07348469228349534,0.17500000000000002
307,0.5865784320751102,0.0,0.0,0.06250000000000003,0.025617376914898998,0.07500000000000001
308,0.4533691575500441,31.165817246555438,0.009317817821147847,0.06250000000000001,0.07310095758606724,0.1875
309,0.4308252845987194,1.206433284580694,0.00025047378378384113,0.05625,0.02452677108793573,0.08750000000000001
310,0.4818187127804019,0.0,0.0,0.058750000000000004,0.05674779731408084,0.1875
